date-time,Spy
20100223T0948,111.13
20100223T0949,111.18
20100223T0950,111.1401
20100223T0951,111.13
20100223T0952,111.065
20100223T0953,111.03
20100223T0954,111.02
20100223T0955,111.11
20100223T0956,111.05
20100223T0957,111.1
20100223T0958,111.055
20100223T0959,111.05
20100223T1000,111.03
20100223T1001,110.58
20100223T1002,110.47
20100223T1003,110.44
20100223T1004,110.36
20100223T1005,110.45
20100223T1006,110.37
20100223T1007,110.47
20100223T1008,110.49
20100223T1009,110.38
20100223T1010,110.46
20100223T1011,110.29
20100223T1012,110.2
20100223T1013,110.28
20100223T1014,110.2
20100223T1015,110.01
20100223T1016,109.97
20100223T1017,110.04
20100223T1018,110.06
20100223T1019,110.06
20100223T1020,110.06
20100223T1021,110.01
20100223T1022,110.04
20100223T1023,109.97
20100223T1024,110.02
20100223T1025,110.03
20100223T1026,109.99
20100223T1027,110.081
20100223T1028,110.08
20100223T1029,110.06
20100223T1030,110.04
20100223T1031,110.04
20100223T1032,109.99
20100223T1033,109.94
20100223T1034,109.89
20100223T1035,109.94
20100223T1036,109.93
20100223T1037,109.97
20100223T1038,110.04
20100223T1039,110.05
20100223T1040,110.0325
20100223T1041,110.02
20100223T1042,110.01
20100223T1043,110.12
20100223T1044,110.1
20100223T1045,110.15
20100223T1046,110.13
20100223T1047,110.16
20100223T1048,110.13
20100223T1049,110.08
20100223T1050,110.07
20100223T1051,110.08
20100223T1052,110.04
20100223T1053,110.0499
20100223T1054,110.09
20100223T1055,110.0374
20100223T1056,110.07
20100223T1057,110.14
20100223T1058,110.17
20100223T1059,110.19
20100223T1100,110.16
20100223T1101,110.16
20100223T1102,110.27
20100223T1103,110.18
20100223T1104,110.16
20100223T1105,110.16
20100223T1106,110.11
20100223T1107,110.07
20100223T1108,110.087
20100223T1109,110.07
20100223T1110,110.1
20100223T1111,110.04
20100223T1112,110.03
20100223T1113,110.04
20100223T1114,110.07
20100223T1115,110.03
20100223T1116,109.9822
20100223T1117,109.97
20100223T1118,109.99
20100223T1119,109.98
20100223T1120,110.0017
20100223T1121,110.02
20100223T1122,110.09
20100223T1123,110.095
20100223T1124,110.09
20100223T1125,110.05
20100223T1126,110.09
20100223T1127,110.02
20100223T1128,110
20100223T1129,110.0101
20100223T1130,110.04
20100223T1131,110.05
20100223T1132,110.07
20100223T1133,110.09
20100223T1134,110.1
20100223T1135,110.12
20100223T1136,110.14
20100223T1137,110.17
20100223T1138,110.18
20100223T1139,110.15
20100223T1140,110.15
20100223T1141,110.14
20100223T1142,110.16
20100223T1143,110.161
20100223T1144,110.15
20100223T1145,110.14
20100223T1146,110.055
20100223T1147,110.0878
20100223T1148,110.12
20100223T1149,110.14
20100223T1150,110.16
20100223T1151,110.11
20100223T1152,110.08
20100223T1153,110.0501
20100223T1154,110.13
20100223T1155,110.12
20100223T1156,110.12
20100223T1157,110.08
20100223T1158,110.05
20100223T1159,110.02
20100223T1200,110.04
20100223T1201,110.03
20100223T1202,110.05
20100223T1203,110.0499
20100223T1204,109.98
20100223T1205,109.985
20100223T1206,109.95
20100223T1207,109.99
20100223T1208,109.98
20100223T1209,110.01
20100223T1210,109.98
20100223T1211,109.97
20100223T1212,110.01
20100223T1213,109.96
20100223T1214,109.95
20100223T1215,109.99
20100223T1216,109.92
20100223T1217,109.93
20100223T1218,109.94
20100223T1219,109.91
20100223T1220,109.89
20100223T1221,109.87
20100223T1222,109.85
20100223T1223,109.78
20100223T1224,109.8025
20100223T1225,109.79
20100223T1226,109.765
20100223T1227,109.73
20100223T1228,109.74
20100223T1229,109.74
20100223T1230,109.7605
20100223T1231,109.79
20100223T1232,109.7426
20100223T1233,109.76
20100223T1234,109.82
20100223T1235,109.83
20100223T1236,109.82
20100223T1237,109.78
20100223T1238,109.74
20100223T1239,109.73
20100223T1240,109.8
20100223T1241,109.77
20100223T1242,109.75
20100223T1243,109.69
20100223T1244,109.6805
20100223T1245,109.66
20100223T1246,109.64
20100223T1247,109.6683
20100223T1248,109.64
20100223T1249,109.68
20100223T1250,109.73
20100223T1251,109.77
20100223T1252,109.75
20100223T1253,109.77
20100223T1254,109.71
20100223T1255,109.76
20100223T1256,109.7517
20100223T1257,109.74
20100223T1258,109.75
20100223T1259,109.77
20100223T1300,109.82
20100223T1301,109.79
20100223T1302,109.8005
20100223T1303,109.81
20100223T1304,109.77
20100223T1305,109.765
20100223T1306,109.705
20100223T1307,109.7499
20100223T1308,109.7
20100223T1309,109.73
20100223T1310,109.75
20100223T1311,109.78
20100223T1312,109.77
20100223T1313,109.77
20100223T1314,109.74
20100223T1315,109.73
20100223T1316,109.75
20100223T1317,109.8
20100223T1318,109.735
20100223T1319,109.765
20100223T1320,109.77
20100223T1321,109.7901
20100223T1322,109.805
20100223T1323,109.82
20100223T1324,109.841
20100223T1325,109.8595
20100223T1326,109.94
20100223T1327,109.91
20100223T1328,109.9191
20100223T1329,109.93
20100223T1330,109.91
20100223T1331,109.95
20100223T1332,109.91
20100223T1333,109.85
20100223T1334,109.85
20100223T1335,109.84
20100223T1336,109.84
20100223T1337,109.84
20100223T1338,109.81
20100223T1339,109.79
20100223T1340,109.8186
20100223T1341,109.84
20100223T1342,109.775
20100223T1343,109.75
20100223T1344,109.705
20100223T1345,109.68
20100223T1346,109.67
20100223T1347,109.64
20100223T1348,109.74
20100223T1349,109.74
20100223T1350,109.74
20100223T1351,109.76
20100223T1352,109.76
20100223T1353,109.749
20100223T1354,109.745
20100223T1355,109.73
20100223T1356,109.7499
20100223T1357,109.6625
20100223T1358,109.66
20100223T1359,109.6501
20100223T1400,109.68
20100223T1401,109.63
20100223T1402,109.61
20100223T1403,109.56
20100223T1404,109.64
20100223T1405,109.63
20100223T1406,109.65
20100223T1407,109.65
20100223T1408,109.73
20100223T1409,109.68
20100223T1410,109.73
20100223T1411,109.81
20100223T1412,109.79
20100223T1413,109.83
20100223T1414,109.83
20100223T1415,109.785
20100223T1416,109.81
20100223T1417,109.83
20100223T1418,109.83
20100223T1419,109.79
20100223T1420,109.75
20100223T1421,109.755
20100223T1422,109.7101
20100223T1423,109.76
20100223T1424,109.76
20100223T1425,109.77
20100223T1426,109.78
20100223T1427,109.73
20100223T1428,109.77
20100223T1429,109.74
20100223T1430,109.74
20100223T1431,109.71
20100223T1432,109.68
20100223T1433,109.7601
20100223T1434,109.735
20100223T1435,109.755
20100223T1436,109.84
20100223T1437,109.81
20100223T1438,109.868
20100223T1439,109.84
20100223T1440,109.9
20100223T1441,109.88
20100223T1442,109.9412
20100223T1443,110.0017
20100223T1444,109.99
20100223T1445,109.97
20100223T1446,109.95
20100223T1447,109.91
20100223T1448,109.91
20100223T1449,109.97
20100223T1450,109.93
20100223T1451,110
20100223T1452,109.9901
20100223T1453,110
20100223T1454,110.06
20100223T1455,110.08
20100223T1456,110.06
20100223T1457,110.0716
20100223T1458,110.02
20100223T1459,110.04
20100223T1500,110
20100223T1501,109.99
20100223T1502,110.03
20100223T1503,110.06
20100223T1504,110.01
20100223T1505,109.96
20100223T1506,110.02
20100223T1507,110.01
20100223T1508,109.96
20100223T1509,109.96
20100223T1510,109.945
20100223T1511,109.91
20100223T1512,109.95
20100223T1513,109.95
20100223T1514,110.005
20100223T1515,110.08
20100223T1516,110.06
20100223T1517,110.13
20100223T1518,110.11
20100223T1519,110.13
20100223T1520,110.17
20100223T1521,110.12
20100223T1522,110.11
20100223T1523,110.0899
20100223T1524,110.08
20100223T1525,110.09
20100223T1526,110.1138
20100223T1527,110.135
20100223T1528,110.13
20100223T1529,110.11
20100223T1530,110.1
20100223T1531,110.02
20100223T1532,110.03
20100223T1533,110.03
20100223T1534,110.01
20100223T1535,109.93
20100223T1536,109.99
20100223T1537,109.995
20100223T1538,110.01
20100223T1539,110.03
20100223T1540,110.025
20100223T1541,109.94
20100223T1542,109.93
20100223T1543,109.94
20100223T1544,109.95
20100223T1545,109.93
20100223T1546,109.95
20100223T1547,109.95
20100223T1548,109.9301
20100223T1549,109.86
20100223T1550,109.88
20100223T1551,109.84
20100223T1552,109.81
20100223T1553,109.79
20100223T1554,109.8283
20100223T1555,109.81
20100223T1556,109.805
20100223T1557,109.74
20100223T1558,109.73
20100223T1559,109.71
20100223T1600,109.79
20100224T0931,110.24
20100224T0932,110.3
20100224T0933,110.31
20100224T0934,110.28
20100224T0935,110.32
20100224T0936,110.28
20100224T0937,110.34
20100224T0938,110.29
20100224T0939,110.23
20100224T0940,110.281
20100224T0941,110.34
20100224T0942,110.3
20100224T0943,110.25
20100224T0944,110.31
20100224T0945,110.33
20100224T0946,110.44
20100224T0947,110.51
20100224T0948,110.48
20100224T0949,110.5
20100224T0950,110.6
20100224T0951,110.5799
20100224T0952,110.6
20100224T0953,110.59
20100224T0954,110.6
20100224T0955,110.6
20100224T0956,110.64
20100224T0957,110.5475
20100224T0958,110.58
20100224T0959,110.53
20100224T1000,110.51
20100224T1001,110.32
20100224T1002,110.27
20100224T1003,110.34
20100224T1004,110.42
20100224T1005,110.34
20100224T1006,110.21
20100224T1007,110.3083
20100224T1008,110.31
20100224T1009,110.2
20100224T1010,110.12
20100224T1011,110.09
20100224T1012,110.09
20100224T1013,110.11
20100224T1014,110.13
20100224T1015,110.18
20100224T1016,110.08
20100224T1017,109.99
20100224T1018,110.02
20100224T1019,109.99
20100224T1020,110.015
20100224T1021,109.91
20100224T1022,109.9
20100224T1023,109.96
20100224T1024,109.94
20100224T1025,109.95
20100224T1026,110.02
20100224T1027,110.045
20100224T1028,110.04
20100224T1029,110.05
20100224T1030,110.02
20100224T1031,109.94
20100224T1032,110.04
20100224T1033,110.11
20100224T1034,110.16
20100224T1035,110.15
20100224T1036,110.17
20100224T1037,110.2475
20100224T1038,110.36
20100224T1039,110.33
20100224T1040,110.49
20100224T1041,110.6
20100224T1042,110.52
20100224T1043,110.505
20100224T1044,110.54
20100224T1045,110.5275
20100224T1046,110.78
20100224T1047,110.7501
20100224T1048,110.85
20100224T1049,110.85
20100224T1050,110.86
20100224T1051,110.85
20100224T1052,110.772
20100224T1053,110.7917
20100224T1054,110.86
20100224T1055,110.78
20100224T1056,110.77
20100224T1057,110.79
20100224T1058,110.77
20100224T1059,110.78
20100224T1100,110.75
20100224T1101,110.76
20100224T1102,110.74
20100224T1103,110.74
20100224T1104,110.77
20100224T1105,110.81
20100224T1106,110.85
20100224T1107,110.89
20100224T1108,110.85
20100224T1109,110.9099
20100224T1110,110.8
20100224T1111,110.83
20100224T1112,110.8
20100224T1113,110.81
20100224T1114,110.83
20100224T1115,110.75
20100224T1116,110.7
20100224T1117,110.69
20100224T1118,110.65
20100224T1119,110.65
20100224T1120,110.6501
20100224T1121,110.68
20100224T1122,110.7
20100224T1123,110.68
20100224T1124,110.6
20100224T1125,110.63
20100224T1126,110.58
20100224T1127,110.5905
20100224T1128,110.58
20100224T1129,110.62
20100224T1130,110.63
20100224T1131,110.64
20100224T1132,110.62
20100224T1133,110.61
20100224T1134,110.62
20100224T1135,110.73
20100224T1136,110.67
20100224T1137,110.67
20100224T1138,110.64
20100224T1139,110.66
20100224T1140,110.67
20100224T1141,110.71
20100224T1142,110.68
20100224T1143,110.68
20100224T1144,110.65
20100224T1145,110.6
20100224T1146,110.62
20100224T1147,110.62
20100224T1148,110.68
20100224T1149,110.63
20100224T1150,110.63
20100224T1151,110.68
20100224T1152,110.68
20100224T1153,110.71
20100224T1154,110.71
20100224T1155,110.705
20100224T1156,110.7099
20100224T1157,110.7197
20100224T1158,110.73
20100224T1159,110.71
20100224T1200,110.7
20100224T1201,110.72
20100224T1202,110.71
20100224T1203,110.7
20100224T1204,110.7
20100224T1205,110.65
20100224T1206,110.62
20100224T1207,110.6
20100224T1208,110.59
20100224T1209,110.6
20100224T1210,110.6
20100224T1211,110.6099
20100224T1212,110.63
20100224T1213,110.6299
20100224T1214,110.64
20100224T1215,110.65
20100224T1216,110.635
20100224T1217,110.65
20100224T1218,110.67
20100224T1219,110.72
20100224T1220,110.77
20100224T1221,110.77
20100224T1222,110.809
20100224T1223,110.77
20100224T1224,110.78
20100224T1225,110.7717
20100224T1226,110.81
20100224T1227,110.8
20100224T1228,110.78
20100224T1229,110.71
20100224T1230,110.71
20100224T1231,110.7
20100224T1232,110.71
20100224T1233,110.71
20100224T1234,110.722
20100224T1235,110.7175
20100224T1236,110.73
20100224T1237,110.69
20100224T1238,110.7
20100224T1239,110.68
20100224T1240,110.67
20100224T1241,110.68
20100224T1242,110.73
20100224T1243,110.74
20100224T1244,110.75
20100224T1245,110.78
20100224T1246,110.77
20100224T1247,110.74
20100224T1248,110.77
20100224T1249,110.77
20100224T1250,110.76
20100224T1251,110.74
20100224T1252,110.7299
20100224T1253,110.73
20100224T1254,110.67
20100224T1255,110.7
20100224T1256,110.67
20100224T1257,110.668
20100224T1258,110.67
20100224T1259,110.685
20100224T1300,110.68
20100224T1301,110.67
20100224T1302,110.66
20100224T1303,110.61
20100224T1304,110.64
20100224T1305,110.69
20100224T1306,110.7
20100224T1307,110.69
20100224T1308,110.67
20100224T1309,110.68
20100224T1310,110.68
20100224T1311,110.7
20100224T1312,110.78
20100224T1313,110.76
20100224T1314,110.78
20100224T1315,110.78
20100224T1316,110.85
20100224T1317,110.8401
20100224T1318,110.85
20100224T1319,110.96
20100224T1320,110.91
20100224T1321,110.91
20100224T1322,110.89
20100224T1323,110.93
20100224T1324,110.92
20100224T1325,110.92
20100224T1326,110.92
20100224T1327,110.905
20100224T1328,110.91
20100224T1329,110.873
20100224T1330,110.86
20100224T1331,110.87
20100224T1332,110.94
20100224T1333,110.88
20100224T1334,110.872
20100224T1335,110.8599
20100224T1336,110.85
20100224T1337,110.86
20100224T1338,110.87
20100224T1339,110.85
20100224T1340,110.845
20100224T1341,110.8438
20100224T1342,110.84
20100224T1343,110.77
20100224T1344,110.74
20100224T1345,110.78
20100224T1346,110.745
20100224T1347,110.78
20100224T1348,110.78
20100224T1349,110.8
20100224T1350,110.775
20100224T1351,110.81
20100224T1352,110.8017
20100224T1353,110.82
20100224T1354,110.84
20100224T1355,110.86
20100224T1356,110.8517
20100224T1357,110.83
20100224T1358,110.832
20100224T1359,110.86
20100224T1400,110.85
20100224T1401,110.85
20100224T1402,110.85
20100224T1403,110.83
20100224T1404,110.78
20100224T1405,110.74
20100224T1406,110.74
20100224T1407,110.78
20100224T1408,110.8
20100224T1409,110.77
20100224T1410,110.725
20100224T1411,110.74
20100224T1412,110.72
20100224T1413,110.73
20100224T1414,110.77
20100224T1415,110.74
20100224T1416,110.725
20100224T1417,110.735
20100224T1418,110.67
20100224T1419,110.67
20100224T1420,110.72
20100224T1421,110.73
20100224T1422,110.71
20100224T1423,110.72
20100224T1424,110.69
20100224T1425,110.67
20100224T1426,110.67
20100224T1427,110.69
20100224T1428,110.71
20100224T1429,110.67
20100224T1430,110.69
20100224T1431,110.5701
20100224T1432,110.6
20100224T1433,110.61
20100224T1434,110.5175
20100224T1435,110.53
20100224T1436,110.515
20100224T1437,110.53
20100224T1438,110.48
20100224T1439,110.54
20100224T1440,110.48
20100224T1441,110.45
20100224T1442,110.5
20100224T1443,110.51
20100224T1444,110.515
20100224T1445,110.565
20100224T1446,110.58
20100224T1447,110.52
20100224T1448,110.5301
20100224T1449,110.59
20100224T1450,110.59
20100224T1451,110.615
20100224T1452,110.58
20100224T1453,110.57
20100224T1454,110.535
20100224T1455,110.52
20100224T1456,110.56
20100224T1457,110.59
20100224T1458,110.53
20100224T1459,110.55
20100224T1500,110.5
20100224T1501,110.495
20100224T1502,110.51
20100224T1503,110.47
20100224T1504,110.55
20100224T1505,110.57
20100224T1506,110.58
20100224T1507,110.6
20100224T1508,110.6
20100224T1509,110.605
20100224T1510,110.58
20100224T1511,110.575
20100224T1512,110.68
20100224T1513,110.71
20100224T1514,110.68
20100224T1515,110.65
20100224T1516,110.62
20100224T1517,110.5917
20100224T1518,110.5782
20100224T1519,110.6
20100224T1520,110.5901
20100224T1521,110.595
20100224T1522,110.65
20100224T1523,110.635
20100224T1524,110.61
20100224T1525,110.64
20100224T1526,110.605
20100224T1527,110.625
20100224T1528,110.6575
20100224T1529,110.62
20100224T1530,110.625
20100224T1531,110.6
20100224T1532,110.575
20100224T1533,110.59
20100224T1534,110.59
20100224T1535,110.6275
20100224T1536,110.75
20100224T1537,110.695
20100224T1538,110.73
20100224T1539,110.74
20100224T1540,110.72
20100224T1541,110.78
20100224T1542,110.75
20100224T1543,110.74
20100224T1544,110.735
20100224T1545,110.732
20100224T1546,110.77
20100224T1547,110.82
20100224T1548,110.84
20100224T1549,110.795
20100224T1550,110.72
20100224T1551,110.8
20100224T1552,110.8
20100224T1553,110.77
20100224T1554,110.76
20100224T1555,110.83
20100224T1556,110.81
20100224T1557,110.82
20100224T1558,110.8522
20100224T1559,110.86
20100224T1600,110.82
20100225T0931,109.12
20100225T0932,109.11
20100225T0933,109.2
20100225T0934,109.25
20100225T0935,109.3081
20100225T0936,109.22
20100225T0937,109.2184
20100225T0938,109.2601
20100225T0939,109.34
20100225T0940,109.357
20100225T0941,109.35
20100225T0942,109.33
20100225T0943,109.27
20100225T0944,109.33
20100225T0945,109.17
20100225T0946,109.06
20100225T0947,109.1
20100225T0948,109.09
20100225T0949,109.06
20100225T0950,109.16
20100225T0951,109.22
20100225T0952,109.18
20100225T0953,109.22
20100225T0954,109.26
20100225T0955,109.28
20100225T0956,109.27
20100225T0957,109.33
20100225T0958,109.27
20100225T0959,109.25
20100225T1000,109.2617
20100225T1001,109.19
20100225T1002,109.11
20100225T1003,109.15
20100225T1004,109.2
20100225T1005,109.25
20100225T1006,109.36
20100225T1007,109.27
20100225T1008,109.29
20100225T1009,109.1901
20100225T1010,109.22
20100225T1011,109.14
20100225T1012,109.25
20100225T1013,109.25
20100225T1014,109.19
20100225T1015,109.22
20100225T1016,109.2219
20100225T1017,109.31
20100225T1018,109.31
20100225T1019,109.25
20100225T1020,109.29
20100225T1021,109.41
20100225T1022,109.35
20100225T1023,109.34
20100225T1024,109.37
20100225T1025,109.3799
20100225T1026,109.35
20100225T1027,109.29
20100225T1028,109.28
20100225T1029,109.37
20100225T1030,109.44
20100225T1031,109.4
20100225T1032,109.42
20100225T1033,109.41
20100225T1034,109.37
20100225T1035,109.46
20100225T1036,109.41
20100225T1037,109.3775
20100225T1038,109.35
20100225T1039,109.33
20100225T1040,109.35
20100225T1041,109.2999
20100225T1042,109.33
20100225T1043,109.35
20100225T1044,109.35
20100225T1045,109.37
20100225T1046,109.34
20100225T1047,109.38
20100225T1048,109.4
20100225T1049,109.47
20100225T1050,109.41
20100225T1051,109.42
20100225T1052,109.4583
20100225T1053,109.45
20100225T1054,109.45
20100225T1055,109.45
20100225T1056,109.45
20100225T1057,109.391
20100225T1058,109.4
20100225T1059,109.3499
20100225T1100,109.33
20100225T1101,109.32
20100225T1102,109.3599
20100225T1103,109.31
20100225T1104,109.32
20100225T1105,109.26
20100225T1106,109.295
20100225T1107,109.33
20100225T1108,109.3
20100225T1109,109.3201
20100225T1110,109.3601
20100225T1111,109.43
20100225T1112,109.39
20100225T1113,109.32
20100225T1114,109.32
20100225T1115,109.32
20100225T1116,109.27
20100225T1117,109.23
20100225T1118,109.24
20100225T1119,109.27
20100225T1120,109.25
20100225T1121,109.26
20100225T1122,109.26
20100225T1123,109.28
20100225T1124,109.26
20100225T1125,109.25
20100225T1126,109.2383
20100225T1127,109.25
20100225T1128,109.21
20100225T1129,109.27
20100225T1130,109.22
20100225T1131,109.1799
20100225T1132,109.18
20100225T1133,109.1
20100225T1134,109.16
20100225T1135,109.16
20100225T1136,109.15
20100225T1137,109.15
20100225T1138,109.125
20100225T1139,109.1
20100225T1140,109.09
20100225T1141,109.1501
20100225T1142,109.19
20100225T1143,109.21
20100225T1144,109.24
20100225T1145,109.22
20100225T1146,109.2
20100225T1147,109.22
20100225T1148,109.17
20100225T1149,109.14
20100225T1150,109.2
20100225T1151,109.16
20100225T1152,109.18
20100225T1153,109.13
20100225T1154,109.13
20100225T1155,109.09
20100225T1156,109.0799
20100225T1157,109.16
20100225T1158,109.137
20100225T1159,109.13
20100225T1200,109.14
20100225T1201,109.12
20100225T1202,109.14
20100225T1203,109.16
20100225T1204,109.2
20100225T1205,109.2099
20100225T1206,109.22
20100225T1207,109.2501
20100225T1208,109.26
20100225T1209,109.28
20100225T1210,109.315
20100225T1211,109.3788
20100225T1212,109.33
20100225T1213,109.31
20100225T1214,109.28
20100225T1215,109.32
20100225T1216,109.3
20100225T1217,109.3399
20100225T1218,109.37
20100225T1219,109.37
20100225T1220,109.33
20100225T1221,109.35
20100225T1222,109.32
20100225T1223,109.34
20100225T1224,109.35
20100225T1225,109.3201
20100225T1226,109.3
20100225T1227,109.285
20100225T1228,109.29
20100225T1229,109.26
20100225T1230,109.3
20100225T1231,109.3
20100225T1232,109.34
20100225T1233,109.345
20100225T1234,109.37
20100225T1235,109.395
20100225T1236,109.45
20100225T1237,109.43
20100225T1238,109.43
20100225T1239,109.41
20100225T1240,109.44
20100225T1241,109.48
20100225T1242,109.47
20100225T1243,109.45
20100225T1244,109.45
20100225T1245,109.44
20100225T1246,109.44
20100225T1247,109.45
20100225T1248,109.395
20100225T1249,109.4
20100225T1250,109.41
20100225T1251,109.46
20100225T1252,109.49
20100225T1253,109.46
20100225T1254,109.425
20100225T1255,109.4583
20100225T1256,109.48
20100225T1257,109.47
20100225T1258,109.41
20100225T1259,109.39
20100225T1300,109.41
20100225T1301,109.425
20100225T1302,109.45
20100225T1303,109.43
20100225T1304,109.45
20100225T1305,109.41
20100225T1306,109.37
20100225T1307,109.38
20100225T1308,109.36
20100225T1309,109.3201
20100225T1310,109.35
20100225T1311,109.38
20100225T1312,109.3875
20100225T1313,109.32
20100225T1314,109.35
20100225T1315,109.38
20100225T1316,109.33
20100225T1317,109.33
20100225T1318,109.35
20100225T1319,109.3417
20100225T1320,109.37
20100225T1321,109.4301
20100225T1322,109.45
20100225T1323,109.455
20100225T1324,109.43
20100225T1325,109.4283
20100225T1326,109.4
20100225T1327,109.38
20100225T1328,109.4
20100225T1329,109.375
20100225T1330,109.34
20100225T1331,109.37
20100225T1332,109.41
20100225T1333,109.395
20100225T1334,109.39
20100225T1335,109.42
20100225T1336,109.39
20100225T1337,109.43
20100225T1338,109.43
20100225T1339,109.4701
20100225T1340,109.46
20100225T1341,109.46
20100225T1342,109.44
20100225T1343,109.4483
20100225T1344,109.44
20100225T1345,109.5
20100225T1346,109.55
20100225T1347,109.635
20100225T1348,109.66
20100225T1349,109.69
20100225T1350,109.7
20100225T1351,109.8
20100225T1352,109.75
20100225T1353,109.7409
20100225T1354,109.81
20100225T1355,109.79
20100225T1356,109.93
20100225T1357,109.91
20100225T1358,109.9
20100225T1359,109.99
20100225T1400,110.09
20100225T1401,110.24
20100225T1402,110.17
20100225T1403,110.17
20100225T1404,110.195
20100225T1405,110.16
20100225T1406,110.18
20100225T1407,110.2
20100225T1408,110.12
20100225T1409,110.12
20100225T1410,110.07
20100225T1411,110.08
20100225T1412,110.08
20100225T1413,110.14
20100225T1414,110.05
20100225T1415,110.08
20100225T1416,110.1
20100225T1417,110.07
20100225T1418,110.02
20100225T1419,110.02
20100225T1420,110.025
20100225T1421,110.09
20100225T1422,110.08
20100225T1423,110.19
20100225T1424,110.18
20100225T1425,110.15
20100225T1426,110.16
20100225T1427,110.17
20100225T1428,110.23
20100225T1429,110.19
20100225T1430,110.07
20100225T1431,110.053
20100225T1432,110.07
20100225T1433,110.11
20100225T1434,110.2
20100225T1435,110.2
20100225T1436,110.161
20100225T1437,110.19
20100225T1438,110.13
20100225T1439,110.115
20100225T1440,110.06
20100225T1441,110.08
20100225T1442,110.04
20100225T1443,110.16
20100225T1444,110.14
20100225T1445,110.15
20100225T1446,110.26
20100225T1447,110.24
20100225T1448,110.23
20100225T1449,110.2
20100225T1450,110.08
20100225T1451,110.12
20100225T1452,110.08
20100225T1453,110.09
20100225T1454,110.1
20100225T1455,110.16
20100225T1456,110.17
20100225T1457,110.21
20100225T1458,110.22
20100225T1459,110.18
20100225T1500,110.2
20100225T1501,110.235
20100225T1502,110.14
20100225T1503,110.18
20100225T1504,110.15
20100225T1505,110.195
20100225T1506,110.35
20100225T1507,110.37
20100225T1508,110.37
20100225T1509,110.38
20100225T1510,110.5
20100225T1511,110.42
20100225T1512,110.4101
20100225T1513,110.35
20100225T1514,110.38
20100225T1515,110.37
20100225T1516,110.355
20100225T1517,110.395
20100225T1518,110.38
20100225T1519,110.35
20100225T1520,110.25
20100225T1521,110.23
20100225T1522,110.3
20100225T1523,110.3
20100225T1524,110.2788
20100225T1525,110.3
20100225T1526,110.36
20100225T1527,110.34
20100225T1528,110.375
20100225T1529,110.34
20100225T1530,110.46
20100225T1531,110.4
20100225T1532,110.435
20100225T1533,110.51
20100225T1534,110.55
20100225T1535,110.59
20100225T1536,110.53
20100225T1537,110.5
20100225T1538,110.48
20100225T1539,110.53
20100225T1540,110.47
20100225T1541,110.55
20100225T1542,110.5605
20100225T1543,110.6
20100225T1544,110.7075
20100225T1545,110.61
20100225T1546,110.665
20100225T1547,110.7
20100225T1548,110.68
20100225T1549,110.64
20100225T1550,110.59
20100225T1551,110.55
20100225T1552,110.54
20100225T1553,110.51
20100225T1554,110.42
20100225T1555,110.53
20100225T1556,110.56
20100225T1557,110.62
20100225T1558,110.61
20100225T1559,110.62
20100225T1600,110.71
20100226T0931,110.7
20100226T0932,110.65
20100226T0933,110.61
20100226T0934,110.66
20100226T0935,110.7
20100226T0936,110.71
20100226T0937,110.62
20100226T0938,110.605
20100226T0939,110.64
20100226T0940,110.6
20100226T0941,110.53
20100226T0942,110.38
20100226T0943,110.55
20100226T0944,110.75
20100226T0945,110.69
20100226T0946,110.71
20100226T0947,110.6501
20100226T0948,110.77
20100226T0949,110.72
20100226T0950,110.725
20100226T0951,110.63
20100226T0952,110.6
20100226T0953,110.6
20100226T0954,110.65
20100226T0955,110.63
20100226T0956,110.78
20100226T0957,110.73
20100226T0958,110.69
20100226T0959,110.62
20100226T1000,110.53
20100226T1001,110.62
20100226T1002,110.35
20100226T1003,110.38
20100226T1004,110.28
20100226T1005,110.3
20100226T1006,110.12
20100226T1007,110.2
20100226T1008,110.2
20100226T1009,110.3
20100226T1010,110.32
20100226T1011,110.44
20100226T1012,110.4883
20100226T1013,110.45
20100226T1014,110.47
20100226T1015,110.46
20100226T1016,110.57
20100226T1017,110.57
20100226T1018,110.57
20100226T1019,110.632
20100226T1020,110.6301
20100226T1021,110.7
20100226T1022,110.69
20100226T1023,110.69
20100226T1024,110.755
20100226T1025,110.71
20100226T1026,110.75
20100226T1027,110.7
20100226T1028,110.66
20100226T1029,110.64
20100226T1030,110.72
20100226T1031,110.82
20100226T1032,110.85
20100226T1033,110.84
20100226T1034,110.78
20100226T1035,110.69
20100226T1036,110.75
20100226T1037,110.85
20100226T1038,110.94
20100226T1039,111.02
20100226T1040,110.99
20100226T1041,110.98
20100226T1042,110.95
20100226T1043,110.9
20100226T1044,110.92
20100226T1045,110.96
20100226T1046,110.94
20100226T1047,110.91
20100226T1048,110.9099
20100226T1049,110.79
20100226T1050,110.8
20100226T1051,110.86
20100226T1052,110.82
20100226T1053,110.84
20100226T1054,110.8105
20100226T1055,110.77
20100226T1056,110.7999
20100226T1057,110.76
20100226T1058,110.76
20100226T1059,110.76
20100226T1100,110.75
20100226T1101,110.72
20100226T1102,110.75
20100226T1103,110.82
20100226T1104,110.73
20100226T1105,110.7518
20100226T1106,110.73
20100226T1107,110.75
20100226T1108,110.78
20100226T1109,110.77
20100226T1110,110.8
20100226T1111,110.83
20100226T1112,110.88
20100226T1113,110.892
20100226T1114,110.9
20100226T1115,110.87
20100226T1116,110.88
20100226T1117,110.91
20100226T1118,110.93
20100226T1119,110.92
