Date,MBI
20100104T1538,0
20100104T1539,0
20100104T1540,0
20100104T1541,0
20100104T1542,0
20100104T1543,0
20100104T1544,0
20100104T1545,0
20100104T1546,0
20100104T1547,0
20100104T1548,0
20100104T1549,0
20100104T1550,0
20100104T1551,0
20100104T1552,0
20100104T1553,0
20100104T1554,0
20100104T1555,0
20100104T1556,0
20100104T1557,0
20100104T1558,0
20100104T1559,0
20100104T1600,0
20100105T0931,0
20100105T0932,0
20100105T0933,0
20100105T0934,0
20100105T0935,0
20100105T0936,0
20100105T0937,0
20100105T0938,0
20100105T0939,0
20100105T0940,0
20100105T0941,0
20100105T0942,0
20100105T0943,0
20100105T0944,0
20100105T0945,0
20100105T0946,0
20100105T0947,0
20100105T0948,0
20100105T0949,0
20100105T0950,0
20100105T0951,0
20100105T0952,0
20100105T0953,0
20100105T0954,0
20100105T0955,0
20100105T0956,0
20100105T0957,0
20100105T0958,0
20100105T0959,0
20100105T1000,0
20100105T1001,0
20100105T1002,0
20100105T1003,0
20100105T1004,0
20100105T1005,0
20100105T1006,0
20100105T1007,0
20100105T1008,0
20100105T1009,0
20100105T1010,0
20100105T1011,0
20100105T1012,0
20100105T1013,0
20100105T1014,0
20100105T1015,0
20100105T1016,0
20100105T1017,0
20100105T1018,0
20100105T1019,0
20100105T1020,0
20100105T1021,0
20100105T1022,0
20100105T1023,0
20100105T1024,0
20100105T1025,0
20100105T1026,0
20100105T1027,0
20100105T1028,0
20100105T1029,0
20100105T1030,0
20100105T1031,0
20100105T1032,0
20100105T1033,0
20100105T1034,0
20100105T1035,0
20100105T1036,0
20100105T1037,0
20100105T1038,0
20100105T1039,0
20100105T1040,0
20100105T1041,0
20100105T1042,0
20100105T1043,0
20100105T1044,0
20100105T1045,0
20100105T1046,0
20100105T1047,0
20100105T1048,0
20100105T1049,0
20100105T1050,0
20100105T1051,0
20100105T1052,0
20100105T1053,0
20100105T1054,0
20100105T1055,0
20100105T1056,0
20100105T1057,0
20100105T1058,0
20100105T1059,0
20100105T1100,0
20100105T1101,0
20100105T1102,0
20100105T1103,0
20100105T1104,0
20100105T1105,0
20100105T1106,0
20100105T1107,0
20100105T1108,0
20100105T1109,0
20100105T1110,0
20100105T1111,0
20100105T1112,0
20100105T1113,0
20100105T1114,0
20100105T1115,0
20100105T1116,0
20100105T1117,0
20100105T1118,0
20100105T1119,0
20100105T1120,0
20100105T1121,0
20100105T1122,0
20100105T1123,0
20100105T1124,0
20100105T1125,0
20100105T1126,0
20100105T1127,0
20100105T1128,0
20100105T1129,0
20100105T1130,0
20100105T1131,0
20100105T1132,0
20100105T1133,0
20100105T1134,0
20100105T1135,0
20100105T1136,0
20100105T1137,0
20100105T1138,0
20100105T1139,0
20100105T1140,0
20100105T1141,0
20100105T1142,0
20100105T1143,0
20100105T1144,0
20100105T1145,0
20100105T1146,0
20100105T1147,0
20100105T1148,0
20100105T1149,0
20100105T1150,0
20100105T1151,0
20100105T1152,0
20100105T1153,0
20100105T1154,0
20100105T1155,0
20100105T1156,0
20100105T1157,0
20100105T1158,0
20100105T1159,0
20100105T1200,0
20100105T1201,0
20100105T1202,0
20100105T1203,0
20100105T1204,0
20100105T1205,0
20100105T1206,0
20100105T1207,0
20100105T1208,0
20100105T1209,0
20100105T1210,0
20100105T1211,0
20100105T1212,0
20100105T1213,0
20100105T1214,0
20100105T1215,0
20100105T1216,0
20100105T1217,0
20100105T1218,0
20100105T1219,0
20100105T1220,0
20100105T1221,0
20100105T1222,0
20100105T1223,0
20100105T1224,0
20100105T1225,0
20100105T1226,0
20100105T1227,0
20100105T1228,0
20100105T1229,0
20100105T1230,0
20100105T1231,0
20100105T1232,0
20100105T1233,0
20100105T1234,0
20100105T1235,0
20100105T1236,0
20100105T1237,0
20100105T1238,0
20100105T1239,0
20100105T1240,0
20100105T1241,0
20100105T1242,0
20100105T1243,0
20100105T1244,0
20100105T1245,0
20100105T1246,0
20100105T1247,0
20100105T1248,0
20100105T1249,0
20100105T1250,0
20100105T1251,0
20100105T1252,0
20100105T1253,0
20100105T1254,0
20100105T1255,0
20100105T1256,0
20100105T1257,0
20100105T1258,0
20100105T1259,0
20100105T1300,0
20100105T1301,0
20100105T1302,0
20100105T1303,0
20100105T1304,0
20100105T1305,0
20100105T1306,0
20100105T1307,0
20100105T1308,0
20100105T1309,0
20100105T1310,0
20100105T1311,0
20100105T1312,0
20100105T1313,0
20100105T1314,0
20100105T1315,0
20100105T1316,0
20100105T1317,0
20100105T1318,0
20100105T1319,0
20100105T1320,0
20100105T1321,0
20100105T1322,0
20100105T1323,0
20100105T1324,0
20100105T1325,0
20100105T1326,0
20100105T1327,0
20100105T1328,0
20100105T1329,0
20100105T1330,0
20100105T1331,0
20100105T1332,0
20100105T1333,0
20100105T1334,0
20100105T1335,0
20100105T1336,0
20100105T1337,0
20100105T1338,0
20100105T1339,0
20100105T1340,0
20100105T1341,0
20100105T1342,0
20100105T1343,0
20100105T1344,0
20100105T1345,0
20100105T1346,0
20100105T1347,0
20100105T1348,0
20100105T1349,0
20100105T1350,0
20100105T1351,0
20100105T1352,0
20100105T1353,0
20100105T1354,0
20100105T1355,0
20100105T1356,0
20100105T1357,0
20100105T1358,0
20100105T1359,0
20100105T1400,0
20100105T1401,0
20100105T1402,0
20100105T1403,0
20100105T1404,0
20100105T1405,0
20100105T1406,0
20100105T1407,0
20100105T1408,0
20100105T1409,0
20100105T1410,0
20100105T1411,0
20100105T1412,0
20100105T1413,0
20100105T1414,0
20100105T1415,0
20100105T1416,0
20100105T1417,0
20100105T1418,0
20100105T1419,0
20100105T1420,0
20100105T1421,0
20100105T1422,0
20100105T1423,0
20100105T1424,0
20100105T1425,0
20100105T1426,0
20100105T1427,0
20100105T1428,0
20100105T1429,0
20100105T1430,0
20100105T1431,0
20100105T1432,0
20100105T1433,0
20100105T1434,0
20100105T1435,0
20100105T1436,0
20100105T1437,0
20100105T1438,0
20100105T1439,0
20100105T1440,0
20100105T1441,0
20100105T1442,0
20100105T1443,0
20100105T1444,0
20100105T1445,0
20100105T1446,0
20100105T1447,0
20100105T1448,0
20100105T1449,0
20100105T1450,0
20100105T1451,0
20100105T1452,0
20100105T1453,0
20100105T1454,0
20100105T1455,0
20100105T1456,0
20100105T1457,0
20100105T1458,0
20100105T1459,0
20100105T1500,0
20100105T1501,0
20100105T1502,0
20100105T1503,0
20100105T1504,0
20100105T1505,0
20100105T1506,0
20100105T1507,0
20100105T1508,0
20100105T1509,0
20100105T1510,0
20100105T1511,0
20100105T1512,0
20100105T1513,0
20100105T1514,0
20100105T1515,0
20100105T1516,0
20100105T1517,0
20100105T1518,0
20100105T1519,0
20100105T1520,0
20100105T1521,0
20100105T1522,0
20100105T1523,0
20100105T1524,0
20100105T1525,0
20100105T1526,0
20100105T1527,0
20100105T1528,0
20100105T1529,0
20100105T1530,0
20100105T1531,0
20100105T1532,0
20100105T1533,0
20100105T1534,0
20100105T1535,0
20100105T1536,0
20100105T1537,0
20100105T1538,0
20100105T1539,0
20100105T1540,0
20100105T1541,0
20100105T1542,0
20100105T1543,0
20100105T1544,0
20100105T1545,0
20100105T1546,0
20100105T1547,0
20100105T1548,0
20100105T1549,0
20100105T1550,0
20100105T1551,0
20100105T1552,0
20100105T1553,0
20100105T1554,0
20100105T1555,0
20100105T1556,0
20100105T1557,0
20100105T1558,0
20100105T1559,0
20100105T1600,0
20100106T0931,0
20100106T0932,0
20100106T0933,0
20100106T0934,-0.019522
20100106T0935,-0.012881
20100106T0936,0.001468
20100106T0937,0.011742
20100106T0938,0.00803
20100106T0939,-0.002351
20100106T0940,-0.021781
20100106T0941,-0.041013
20100106T0942,-0.067106
20100106T0943,-0.093367
20100106T0944,-0.115812
20100106T0945,-0.138011
20100106T0946,-0.147545
20100106T0947,-0.151631
20100106T0948,-0.152494
20100106T0949,-0.148278
20100106T0950,-0.142198
20100106T0951,-0.130575
20100106T0952,-0.126896
20100106T0953,-0.122287
20100106T0954,-0.115998
20100106T0955,-0.108859
20100106T0956,-0.103556
20100106T0957,-0.099356
20100106T0958,-0.096678
20100106T0959,-0.095022
20100106T1000,-0.093048
20100106T1001,-0.090539
20100106T1002,-0.088465
20100106T1003,-0.085805
20100106T1004,-0.082379
20100106T1005,-0.076193
20100106T1006,-0.068108
20100106T1007,-0.060616
20100106T1008,-0.052227
20100106T1009,-0.043569
20100106T1010,-0.034181
20100106T1011,-0.024064
20100106T1012,-0.013622
20100106T1013,-0.00453
20100106T1014,0.003384
20100106T1015,0.010302
20100106T1016,0.016448
20100106T1017,0.022899
20100106T1018,0.029431
20100106T1019,0.036106
20100106T1020,0.042548
20100106T1021,0.048115
20100106T1022,0.052802
20100106T1023,0.056704
20100106T1024,0.059814
20100106T1025,0.062056
20100106T1026,0.06337
20100106T1027,0.064069
20100106T1028,0.064805
20100106T1029,0.066321
20100106T1030,0.067796
20100106T1031,0.067901
20100106T1032,0.067244
20100106T1033,0.066291
20100106T1034,0.064831
20100106T1035,0.062358
20100106T1036,0.058885
20100106T1037,0.05456
20100106T1038,0.049315
20100106T1039,0.043263
20100106T1040,0.03668
20100106T1041,0.029773
20100106T1042,0.022852
20100106T1043,0.016386
20100106T1044,0.010493
20100106T1045,0.005078
20100106T1046,0.000459
20100106T1047,-0.00335
20100106T1048,-0.006358
20100106T1049,-0.009073
20100106T1050,-0.011265
20100106T1051,-0.012985
20100106T1052,-0.013967
20100106T1053,-0.01466
20100106T1054,-0.014911
20100106T1055,-0.014717
20100106T1056,-0.014163
20100106T1057,-0.013084
20100106T1058,-0.011579
20100106T1059,-0.009463
20100106T1100,-0.006719
20100106T1101,-0.003647
20100106T1102,-0.000333
20100106T1103,0.003194
20100106T1104,0.007108
20100106T1105,0.010907
20100106T1106,0.014474
20100106T1107,0.018056
20100106T1108,0.02164
20100106T1109,0.024954
20100106T1110,0.028058
20100106T1111,0.030929
20100106T1112,0.033686
20100106T1113,0.036463
20100106T1114,0.039084
20100106T1115,0.04149
20100106T1116,0.043819
20100106T1117,0.046034
20100106T1118,0.048296
20100106T1119,0.050678
20100106T1120,0.053064
20100106T1121,0.055483
20100106T1122,0.057931
20100106T1123,0.060344
20100106T1124,0.062476
20100106T1125,0.064382
20100106T1126,0.066291
20100106T1127,0.067925
20100106T1128,0.06934
20100106T1129,0.070432
20100106T1130,0.07136
20100106T1131,0.071908
20100106T1132,0.07244
20100106T1133,0.072836
20100106T1134,0.073228
20100106T1135,0.073688
20100106T1136,0.074317
20100106T1137,0.075215
20100106T1138,0.075917
20100106T1139,0.076296
20100106T1140,0.076403
20100106T1141,0.076316
20100106T1142,0.076232
20100106T1143,0.076277
20100106T1144,0.076288
20100106T1145,0.076221
20100106T1146,0.076188
20100106T1147,0.076101
20100106T1148,0.075927
20100106T1149,0.07565
20100106T1150,0.075349
20100106T1151,0.074929
20100106T1152,0.07459
20100106T1153,0.074185
20100106T1154,0.073387
20100106T1155,0.072168
20100106T1156,0.070681
20100106T1157,0.068926
20100106T1158,0.066924
20100106T1159,0.064721
20100106T1200,0.062348
20100106T1201,0.059979
20100106T1202,0.057574
20100106T1203,0.055185
20100106T1204,0.052815
20100106T1205,0.050553
20100106T1206,0.04845
20100106T1207,0.046543
20100106T1208,0.044701
20100106T1209,0.043094
20100106T1210,0.041688
20100106T1211,0.040305
20100106T1212,0.038915
20100106T1213,0.037358
20100106T1214,0.035396
20100106T1215,0.033203
20100106T1216,0.030911
20100106T1217,0.028599
20100106T1218,0.026454
20100106T1219,0.023972
20100106T1220,0.021379
20100106T1221,0.018547
20100106T1222,0.015442
20100106T1223,0.012282
20100106T1224,0.00923
20100106T1225,0.006328
20100106T1226,0.003637
20100106T1227,0.001149
20100106T1228,-0.001291
20100106T1229,-0.003745
20100106T1230,-0.006213
20100106T1231,-0.008654
20100106T1232,-0.010905
20100106T1233,-0.012887
20100106T1234,-0.014765
20100106T1235,-0.016482
20100106T1236,-0.017956
20100106T1237,-0.019211
20100106T1238,-0.020373
20100106T1239,-0.021361
20100106T1240,-0.022128
20100106T1241,-0.022691
20100106T1242,-0.023141
20100106T1243,-0.023504
20100106T1244,-0.023696
20100106T1245,-0.023659
20100106T1246,-0.023501
20100106T1247,-0.023268
20100106T1248,-0.022991
20100106T1249,-0.02259
20100106T1250,-0.022097
20100106T1251,-0.021548
20100106T1252,-0.020812
20100106T1253,-0.019918
20100106T1254,-0.018947
20100106T1255,-0.018024
20100106T1256,-0.016995
20100106T1257,-0.015983
20100106T1258,-0.014927
20100106T1259,-0.013895
20100106T1300,-0.012873
20100106T1301,-0.011676
20100106T1302,-0.010358
20100106T1303,-0.008976
20100106T1304,-0.007618
20100106T1305,-0.006372
20100106T1306,-0.005301
20100106T1307,-0.004404
20100106T1308,-0.00362
20100106T1309,-0.002927
20100106T1310,-0.002303
20100106T1311,-0.001752
20100106T1312,-0.001245
20100106T1313,-0.000803
20100106T1314,-0.000363
20100106T1315,0.000034
20100106T1316,0.000482
20100106T1317,0.000909
20100106T1318,0.001307
20100106T1319,0.001662
20100106T1320,0.002009
20100106T1321,0.002353
20100106T1322,0.002633
20100106T1323,0.002903
20100106T1324,0.003125
20100106T1325,0.003354
20100106T1326,0.003568
20100106T1327,0.003724
20100106T1328,0.003888
20100106T1329,0.004106
20100106T1330,0.004319
20100106T1331,0.004475
20100106T1332,0.004541
20100106T1333,0.004569
20100106T1334,0.004495
20100106T1335,0.004315
20100106T1336,0.003963
20100106T1337,0.00349
20100106T1338,0.002972
20100106T1339,0.002464
20100106T1340,0.00193
20100106T1341,0.001399
20100106T1342,0.000921
20100106T1343,0.000464
20100106T1344,0.000078
20100106T1345,-0.000456
20100106T1346,-0.001103
20100106T1347,-0.001871
20100106T1348,-0.002664
20100106T1349,-0.003486
20100106T1350,-0.004344
20100106T1351,-0.005257
20100106T1352,-0.006346
20100106T1353,-0.007509
20100106T1354,-0.008764
20100106T1355,-0.010086
20100106T1356,-0.011582
20100106T1357,-0.013212
20100106T1358,-0.014888
20100106T1359,-0.016472
20100106T1400,-0.017944
20100106T1401,-0.019011
20100106T1402,-0.019763
20100106T1403,-0.02032
20100106T1404,-0.020621
20100106T1405,-0.020903
20100106T1406,-0.021044
20100106T1407,-0.020978
20100106T1408,-0.02073
20100106T1409,-0.020247
20100106T1410,-0.019571
20100106T1411,-0.018715
20100106T1412,-0.017716
20100106T1413,-0.016589
20100106T1414,-0.015371
20100106T1415,-0.014174
20100106T1416,-0.012989
20100106T1417,-0.011831
20100106T1418,-0.010806
20100106T1419,-0.00995
20100106T1420,-0.009214
20100106T1421,-0.008568
20100106T1422,-0.00802
20100106T1423,-0.007539
20100106T1424,-0.007067
20100106T1425,-0.006581
20100106T1426,-0.006156
20100106T1427,-0.005737
20100106T1428,-0.00537
20100106T1429,-0.005052
20100106T1430,-0.004726
20100106T1431,-0.004298
20100106T1432,-0.003724
20100106T1433,-0.003007
20100106T1434,-0.002124
20100106T1435,-0.001201
20100106T1436,-0.000192
20100106T1437,0.000836
20100106T1438,0.002077
20100106T1439,0.003398
20100106T1440,0.004684
20100106T1441,0.005912
20100106T1442,0.007072
20100106T1443,0.008176
20100106T1444,0.009209
20100106T1445,0.010134
20100106T1446,0.011
20100106T1447,0.011733
20100106T1448,0.012433
20100106T1449,0.013019
20100106T1450,0.013472
20100106T1451,0.013852
20100106T1452,0.014177
20100106T1453,0.014479
20100106T1454,0.014718
20100106T1455,0.014962
20100106T1456,0.01516
20100106T1457,0.015381
20100106T1458,0.015616
20100106T1459,0.015901
20100106T1500,0.016124
20100106T1501,0.016328
20100106T1502,0.016537
20100106T1503,0.016702
20100106T1504,0.016758
20100106T1505,0.016661
20100106T1506,0.016476
20100106T1507,0.01608
20100106T1508,0.015501
20100106T1509,0.01478
20100106T1510,0.013897
20100106T1511,0.012917
20100106T1512,0.011931
20100106T1513,0.010881
20100106T1514,0.009905
20100106T1515,0.009011
20100106T1516,0.008209
20100106T1517,0.007472
20100106T1518,0.006735
20100106T1519,0.006
20100106T1520,0.005215
20100106T1521,0.004349
20100106T1522,0.003432
20100106T1523,0.002551
20100106T1524,0.001812
20100106T1525,0.001164
20100106T1526,0.000619
20100106T1527,0.000085
20100106T1528,-0.0004
20100106T1529,-0.000796
20100106T1530,-0.001072
20100106T1531,-0.001232
20100106T1532,-0.00135
20100106T1533,-0.001438
20100106T1534,-0.001475
20100106T1535,-0.001503
20100106T1536,-0.001489
20100106T1537,-0.001394
20100106T1538,-0.001232
20100106T1539,-0.000991
20100106T1540,-0.000603
20100106T1541,-0.000183
20100106T1542,0.000208
20100106T1543,0.000545
20100106T1544,0.000784
20100106T1545,0.000848
20100106T1546,0.000746
20100106T1547,0.00045
20100106T1548,0.000028
20100106T1549,-0.000507
20100106T1550,-0.001243
20100106T1551,-0.002095
20100106T1552,-0.003006
20100106T1553,-0.003894
20100106T1554,-0.0047
20100106T1555,-0.005383
20100106T1556,-0.006004
20100106T1557,-0.006561
20100106T1558,-0.007041
20100106T1559,-0.007417
20100106T1600,-0.007688
20100107T0931,0
20100107T0932,0
20100107T0933,0
20100107T0934,0.021361
20100107T0935,-0.001141
20100107T0936,0.003169
20100107T0937,0.00994
20100107T0938,-0.009962
20100107T0939,-0.025949
20100107T0940,-0.031099
20100107T0941,-0.036988
20100107T0942,-0.052556
20100107T0943,-0.061852
20100107T0944,-0.068159
20100107T0945,-0.078307
20100107T0946,-0.085582
20100107T0947,-0.099183
20100107T0948,-0.113523
20100107T0949,-0.135265
20100107T0950,-0.160233
20100107T0951,-0.185664
20100107T0952,-0.205923
20100107T0953,-0.230842
20100107T0954,-0.255336
20100107T0955,-0.27592
20100107T0956,-0.29607
20100107T0957,-0.318004
20100107T0958,-0.335979
20100107T0959,-0.351675
20100107T1000,-0.365928
20100107T1001,-0.377202
20100107T1002,-0.385958
20100107T1003,-0.391967
20100107T1004,-0.394193
20100107T1005,-0.393939
20100107T1006,-0.391743
20100107T1007,-0.387799
20100107T1008,-0.382326
20100107T1009,-0.374712
20100107T1010,-0.365359
20100107T1011,-0.354728
20100107T1012,-0.343177
20100107T1013,-0.330395
20100107T1014,-0.316892
20100107T1015,-0.303102
20100107T1016,-0.288843
20100107T1017,-0.274414
20100107T1018,-0.260555
20100107T1019,-0.247862
20100107T1020,-0.236299
20100107T1021,-0.226213
20100107T1022,-0.216863
20100107T1023,-0.207514
20100107T1024,-0.19822
20100107T1025,-0.188899
20100107T1026,-0.179132
20100107T1027,-0.168978
20100107T1028,-0.158531
20100107T1029,-0.148075
20100107T1030,-0.137779
20100107T1031,-0.127613
20100107T1032,-0.117597
20100107T1033,-0.107373
20100107T1034,-0.096324
20100107T1035,-0.084647
20100107T1036,-0.072337
20100107T1037,-0.059441
20100107T1038,-0.046663
20100107T1039,-0.034205
20100107T1040,-0.022466
20100107T1041,-0.011434
20100107T1042,-0.000672
20100107T1043,0.010149
20100107T1044,0.021017
20100107T1045,0.031958
20100107T1046,0.043376
20100107T1047,0.055671
20100107T1048,0.068657
20100107T1049,0.08164
20100107T1050,0.094876
20100107T1051,0.107941
20100107T1052,0.120658
20100107T1053,0.132703
20100107T1054,0.143865
20100107T1055,0.153557
20100107T1056,0.162412
20100107T1057,0.170669
20100107T1058,0.178034
20100107T1059,0.184827
20100107T1100,0.190608
20100107T1101,0.195819
20100107T1102,0.200268
20100107T1103,0.204038
20100107T1104,0.207216
20100107T1105,0.209811
20100107T1106,0.211577
20100107T1107,0.212821
20100107T1108,0.21337
20100107T1109,0.2134
20100107T1110,0.21293
20100107T1111,0.212233
20100107T1112,0.211369
20100107T1113,0.210433
20100107T1114,0.209244
20100107T1115,0.207976
20100107T1116,0.206375
20100107T1117,0.204358
20100107T1118,0.201725
20100107T1119,0.198551
20100107T1120,0.195013
20100107T1121,0.191427
20100107T1122,0.187638
20100107T1123,0.183808
20100107T1124,0.179993
20100107T1125,0.176168
20100107T1126,0.172243
20100107T1127,0.168446
20100107T1128,0.164514
20100107T1129,0.160526
20100107T1130,0.156464
20100107T1131,0.152686
20100107T1132,0.149203
20100107T1133,0.146049
20100107T1134,0.142821
20100107T1135,0.139485
20100107T1136,0.136164
20100107T1137,0.132848
20100107T1138,0.129493
20100107T1139,0.125784
20100107T1140,0.121482
20100107T1141,0.116686
20100107T1142,0.111675
20100107T1143,0.106625
20100107T1144,0.101749
20100107T1145,0.097085
20100107T1146,0.092639
20100107T1147,0.088397
20100107T1148,0.084361
20100107T1149,0.080523
20100107T1150,0.076935
20100107T1151,0.073652
20100107T1152,0.070605
20100107T1153,0.067825
20100107T1154,0.065271
20100107T1155,0.062875
20100107T1156,0.060717
20100107T1157,0.058723
20100107T1158,0.056915
20100107T1159,0.055194
20100107T1200,0.053511
20100107T1201,0.052047
20100107T1202,0.05079
20100107T1203,0.049573
20100107T1204,0.048429
20100107T1205,0.047317
20100107T1206,0.046206
20100107T1207,0.045199
20100107T1208,0.044197
20100107T1209,0.043235
20100107T1210,0.042327
20100107T1211,0.041425
20100107T1212,0.04053
20100107T1213,0.039741
20100107T1214,0.038972
20100107T1215,0.0383
20100107T1216,0.037789
20100107T1217,0.037552
20100107T1218,0.037639
20100107T1219,0.038108
20100107T1220,0.038947
20100107T1221,0.04011
